Gene stable ID	Mouse gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type
MGP_129S1SvImJ_G0016076	ENSMUSG00000049439	ortholog_one2one	MGP_C3HHeJ_G0015846	ortholog_one2one	MGP_CASTEiJ_G0015428	ortholog_one2one	MGP_NODShiLtJ_G0015941	ortholog_one2one
MGP_129S1SvImJ_G0023902	ENSMUSG00000003206	ortholog_one2one	MGP_C3HHeJ_G0023626	ortholog_one2one	MGP_CASTEiJ_G0023109	ortholog_one2one	MGP_NODShiLtJ_G0023724	ortholog_one2one
MGP_129S1SvImJ_G0027421	ENSMUSG00000028048	ortholog_one2one	MGP_C3HHeJ_G0027136	ortholog_one2one	MGP_CASTEiJ_G0026582	ortholog_one2one	MGP_NODShiLtJ_G0027236	ortholog_one2one
MGP_129S1SvImJ_G0029498	ENSMUSG00000063646	ortholog_one2one	MGP_C3HHeJ_G0029198	ortholog_one2one	MGP_CASTEiJ_G0028606	ortholog_one2one	MGP_NODShiLtJ_G0029301	ortholog_one2one
MGP_129S1SvImJ_G0028538	ENSMUSG00000057375	ortholog_one2one	MGP_C3HHeJ_G0028234	ortholog_one2one	MGP_CASTEiJ_G0027670	ortholog_one2one	MGP_NODShiLtJ_G0028345	ortholog_one2one
MGP_129S1SvImJ_G0026088	ENSMUSG00000099486	ortholog_one2one	MGP_C3HHeJ_G0025814	ortholog_one2one	MGP_CASTEiJ_G0025274	ortholog_one2one	MGP_NODShiLtJ_G0025916	ortholog_one2one
MGP_129S1SvImJ_G0016461	ENSMUSG00000026433	ortholog_one2one	MGP_C3HHeJ_G0016230	ortholog_one2one	MGP_CASTEiJ_G0015810	ortholog_one2one	MGP_NODShiLtJ_G0016333	ortholog_one2one
MGP_129S1SvImJ_G0030351	ENSMUSG00000043388	ortholog_one2one	MGP_C3HHeJ_G0030048	ortholog_one2one	MGP_CASTEiJ_G0029453	ortholog_one2one	MGP_NODShiLtJ_G0030154	ortholog_one2one
MGP_129S1SvImJ_G0029681	ENSMUSG00000035780	ortholog_one2one	MGP_C3HHeJ_G0029381	ortholog_one2one	MGP_CASTEiJ_G0028790	ortholog_one2one	MGP_NODShiLtJ_G0029484	ortholog_one2one
MGP_129S1SvImJ_G0020710	ENSMUSG00000055560	ortholog_one2one	MGP_C3HHeJ_G0020457	ortholog_one2one	MGP_CASTEiJ_G0019975	ortholog_one2one	MGP_NODShiLtJ_G0020550	ortholog_one2one
MGP_129S1SvImJ_G0021240	ENSMUSG00000048080	ortholog_one2one	MGP_C3HHeJ_G0020977	ortholog_one2one	MGP_CASTEiJ_G0020502	ortholog_one2one	MGP_NODShiLtJ_G0021076	ortholog_one2one
MGP_129S1SvImJ_G0026847	ENSMUSG00000017004	ortholog_one2one	MGP_C3HHeJ_G0026564	ortholog_one2one	MGP_CASTEiJ_G0026024	ortholog_one2one	MGP_NODShiLtJ_G0026665	ortholog_one2one
MGP_129S1SvImJ_G0034058	ENSMUSG00000013150	ortholog_one2one	MGP_C3HHeJ_G0033744	ortholog_one2one	MGP_CASTEiJ_G0033070	ortholog_one2one	MGP_NODShiLtJ_G0033861	ortholog_one2one
MGP_129S1SvImJ_G0033991	ENSMUSG00000036564	ortholog_one2one	MGP_C3HHeJ_G0033676	ortholog_one2one	MGP_CASTEiJ_G0033008	ortholog_one2one	MGP_NODShiLtJ_G0033795	ortholog_one2one
MGP_129S1SvImJ_G0032253	ENSMUSG00000040231	ortholog_one2one	MGP_C3HHeJ_G0031959	ortholog_one2one	MGP_CASTEiJ_G0031287	ortholog_one2one	MGP_NODShiLtJ_G0032070	ortholog_one2one
MGP_129S1SvImJ_G0035381	ENSMUSG00000009741	ortholog_one2one	MGP_C3HHeJ_G0035065	ortholog_one2one	MGP_CASTEiJ_G0034371	ortholog_one2one	MGP_NODShiLtJ_G0035178	ortholog_one2one
MGP_129S1SvImJ_G0033500	ENSMUSG00000031485	ortholog_one2one	MGP_C3HHeJ_G0033190	ortholog_one2one	MGP_CASTEiJ_G0032516	ortholog_one2one	MGP_NODShiLtJ_G0033307	ortholog_one2one
MGP_129S1SvImJ_G0022500	ENSMUSG00000022507	ortholog_one2one	MGP_C3HHeJ_G0022233	ortholog_one2one	MGP_CASTEiJ_G0021760	ortholog_one2one	MGP_NODShiLtJ_G0022331	ortholog_one2one
MGP_129S1SvImJ_G0021403	ENSMUSG00000089840	ortholog_one2one	MGP_C3HHeJ_G0021146	ortholog_one2one	MGP_CASTEiJ_G0020664	ortholog_one2one	MGP_NODShiLtJ_G0021243	ortholog_one2one
MGP_129S1SvImJ_G0032715	ENSMUSG00000078616	ortholog_one2one	MGP_C3HHeJ_G0032411	ortholog_one2one	MGP_CASTEiJ_G0031738	ortholog_one2one	MGP_NODShiLtJ_G0032518	ortholog_one2one
MGP_129S1SvImJ_G0021954	ENSMUSG00000022579	ortholog_one2one	MGP_C3HHeJ_G0021693	ortholog_one2one	MGP_CASTEiJ_G0021212	ortholog_one2one	MGP_NODShiLtJ_G0021790	ortholog_one2one
MGP_129S1SvImJ_G0028675	ENSMUSG00000043698	ortholog_one2one	MGP_C3HHeJ_G0028371	ortholog_one2one	MGP_CASTEiJ_G0027805	ortholog_one2one	MGP_NODShiLtJ_G0028481	ortholog_one2one
MGP_129S1SvImJ_G0035594	ENSMUSG00000001924	ortholog_one2one	MGP_C3HHeJ_G0035282	ortholog_one2one	MGP_CASTEiJ_G0034573	ortholog_one2one	MGP_NODShiLtJ_G0035393	ortholog_one2one
MGP_129S1SvImJ_G0026362	ENSMUSG00000070719	ortholog_one2one	MGP_C3HHeJ_G0026082	ortholog_one2one	MGP_CASTEiJ_G0025544	ortholog_one2one	MGP_NODShiLtJ_G0026178	ortholog_one2one
MGP_129S1SvImJ_G0020924	ENSMUSG00000021694	ortholog_one2one	MGP_C3HHeJ_G0020663	ortholog_one2one	MGP_CASTEiJ_G0020182	ortholog_one2one	MGP_NODShiLtJ_G0020759	ortholog_one2one
MGP_129S1SvImJ_G0023417	ENSMUSG00000024208	ortholog_one2one	MGP_C3HHeJ_G0023140	ortholog_one2one	MGP_CASTEiJ_G0022641	ortholog_one2one	MGP_NODShiLtJ_G0023233	ortholog_one2one
MGP_129S1SvImJ_G0018999	ENSMUSG00000038756	ortholog_one2one	MGP_C3HHeJ_G0018754	ortholog_one2one	MGP_CASTEiJ_G0018307	ortholog_one2one	MGP_NODShiLtJ_G0018849	ortholog_one2one
MGP_129S1SvImJ_G0028354	ENSMUSG00000028392	ortholog_one2one	MGP_C3HHeJ_G0028053	ortholog_one2one	MGP_CASTEiJ_G0027489	ortholog_one2one	MGP_NODShiLtJ_G0028162	ortholog_one2one
MGP_129S1SvImJ_G0026192	ENSMUSG00000032841	ortholog_one2one	MGP_C3HHeJ_G0025913	ortholog_one2one	MGP_CASTEiJ_G0025378	ortholog_one2one	MGP_NODShiLtJ_G0026016	ortholog_one2one
MGP_129S1SvImJ_G0033426	ENSMUSG00000079113	ortholog_one2one	MGP_C3HHeJ_G0033117	ortholog_one2one	MGP_CASTEiJ_G0032444	ortholog_one2one	MGP_NODShiLtJ_G0033234	ortholog_one2one
MGP_129S1SvImJ_G0019628	ENSMUSG00000059669	ortholog_one2one						
MGP_129S1SvImJ_G0026927	ENSMUSG00000027544	ortholog_one2one	MGP_C3HHeJ_G0026645	ortholog_one2one	MGP_CASTEiJ_G0026103	ortholog_one2one	MGP_NODShiLtJ_G0026745	ortholog_one2one
MGP_129S1SvImJ_G0032724	ENSMUSG00000073923	ortholog_one2one			MGP_CASTEiJ_G0031747	ortholog_one2one	MGP_NODShiLtJ_G0032527	ortholog_one2one
MGP_129S1SvImJ_G0023705	ENSMUSG00000058802	ortholog_one2one	MGP_C3HHeJ_G0023432	ortholog_one2one			MGP_NODShiLtJ_G0023530	ortholog_many2many
MGP_129S1SvImJ_G0023705	ENSMUSG00000058802	ortholog_one2one	MGP_C3HHeJ_G0023432	ortholog_one2one			MGP_NODShiLtJ_G0023529	ortholog_many2many
MGP_129S1SvImJ_G0021406	ENSMUSG00000040040	ortholog_one2one	MGP_C3HHeJ_G0021149	ortholog_one2one	MGP_CASTEiJ_G0020667	ortholog_one2one	MGP_NODShiLtJ_G0021246	ortholog_one2one
MGP_129S1SvImJ_G0024190	ENSMUSG00000045215	ortholog_one2one	MGP_C3HHeJ_G0023923	ortholog_one2one	MGP_CASTEiJ_G0023396	ortholog_one2one	MGP_NODShiLtJ_G0024017	ortholog_one2one
MGP_129S1SvImJ_G0035771	ENSMUSG00000025288	ortholog_one2one	MGP_C3HHeJ_G0035444	ortholog_one2one	MGP_CASTEiJ_G0034734	ortholog_one2one	MGP_NODShiLtJ_G0035557	ortholog_one2one
MGP_129S1SvImJ_G0022703	ENSMUSG00000022525	ortholog_one2one	MGP_C3HHeJ_G0022435	ortholog_one2one	MGP_CASTEiJ_G0021963	ortholog_one2one	MGP_NODShiLtJ_G0022532	ortholog_one2one
MGP_129S1SvImJ_G0035675	ENSMUSG00000025862	ortholog_one2one	MGP_C3HHeJ_G0035348	ortholog_one2one	MGP_CASTEiJ_G0034639	ortholog_one2one	MGP_NODShiLtJ_G0035463	ortholog_one2one
MGP_129S1SvImJ_G0021369	ENSMUSG00000040432	ortholog_one2one	MGP_C3HHeJ_G0021112	ortholog_one2one	MGP_CASTEiJ_G0020631	ortholog_one2one	MGP_NODShiLtJ_G0021206	ortholog_one2one
MGP_129S1SvImJ_G0017094	ENSMUSG00000019989	ortholog_one2one	MGP_C3HHeJ_G0016854	ortholog_one2one	MGP_CASTEiJ_G0016433	ortholog_one2one	MGP_NODShiLtJ_G0016958	ortholog_one2one
MGP_129S1SvImJ_G0036241	ENSMUSG00000038344	ortholog_one2one	MGP_C3HHeJ_G0035910	ortholog_one2one	MGP_CASTEiJ_G0035199	ortholog_one2one	MGP_NODShiLtJ_G0036014	ortholog_one2one
MGP_129S1SvImJ_G0029575	ENSMUSG00000029195	ortholog_one2one	MGP_C3HHeJ_G0029275	ortholog_one2one	MGP_CASTEiJ_G0028683	ortholog_one2one	MGP_NODShiLtJ_G0029378	ortholog_one2one
MGP_129S1SvImJ_G0030572	ENSMUSG00000029840	ortholog_one2one	MGP_C3HHeJ_G0030268	ortholog_one2one	MGP_CASTEiJ_G0029670	ortholog_one2one	MGP_NODShiLtJ_G0030380	ortholog_one2one
MGP_129S1SvImJ_G0033491	ENSMUSG00000031576	ortholog_one2one	MGP_C3HHeJ_G0033181	ortholog_one2one	MGP_CASTEiJ_G0032507	ortholog_one2one	MGP_NODShiLtJ_G0033298	ortholog_one2one
MGP_129S1SvImJ_G0023210	ENSMUSG00000091805	ortholog_one2one	MGP_C3HHeJ_G0022935	ortholog_one2one	MGP_CASTEiJ_G0022450	ortholog_one2one	MGP_NODShiLtJ_G0023030	ortholog_one2one
MGP_129S1SvImJ_G0026656	ENSMUSG00000032715	ortholog_one2one	MGP_C3HHeJ_G0026374	ortholog_one2one	MGP_CASTEiJ_G0025835	ortholog_one2one	MGP_NODShiLtJ_G0026475	ortholog_one2one
MGP_129S1SvImJ_G0028705	ENSMUSG00000028634	ortholog_one2one	MGP_C3HHeJ_G0028403	ortholog_one2one	MGP_CASTEiJ_G0027834	ortholog_one2one	MGP_NODShiLtJ_G0028511	ortholog_one2one
MGP_129S1SvImJ_G0022865	ENSMUSG00000022652	ortholog_one2one	MGP_C3HHeJ_G0022595	ortholog_one2one	MGP_CASTEiJ_G0022121	ortholog_one2one	MGP_NODShiLtJ_G0022693	ortholog_one2one
MGP_129S1SvImJ_G0030387	ENSMUSG00000029646	ortholog_one2one	MGP_C3HHeJ_G0030083	ortholog_one2one	MGP_CASTEiJ_G0029485	ortholog_one2one	MGP_NODShiLtJ_G0030195	ortholog_one2one
MGP_129S1SvImJ_G0019216	ENSMUSG00000010841	ortholog_one2one	MGP_C3HHeJ_G0018967	ortholog_one2one	MGP_CASTEiJ_G0018521	ortholog_one2one	MGP_NODShiLtJ_G0019069	ortholog_one2one
MGP_129S1SvImJ_G0029072	ENSMUSG00000073724	ortholog_one2many					MGP_NODShiLtJ_G0028886	ortholog_one2many
MGP_129S1SvImJ_G0029628	ENSMUSG00000029156	ortholog_one2one	MGP_C3HHeJ_G0029328	ortholog_one2one	MGP_CASTEiJ_G0028736	ortholog_one2one	MGP_NODShiLtJ_G0029430	ortholog_one2one
MGP_129S1SvImJ_G0032258	ENSMUSG00000030835	ortholog_one2one	MGP_C3HHeJ_G0031964	ortholog_one2one	MGP_CASTEiJ_G0031292	ortholog_one2one	MGP_NODShiLtJ_G0032075	ortholog_one2one
MGP_129S1SvImJ_G0026274	ENSMUSG00000074955	ortholog_one2one	MGP_C3HHeJ_G0025992	ortholog_one2one	MGP_CASTEiJ_G0025458	ortholog_one2one	MGP_NODShiLtJ_G0026089	ortholog_one2one
MGP_129S1SvImJ_G0022436	ENSMUSG00000058794	ortholog_one2one	MGP_C3HHeJ_G0022169	ortholog_one2one	MGP_CASTEiJ_G0021695	ortholog_one2one	MGP_NODShiLtJ_G0022267	ortholog_one2one
MGP_129S1SvImJ_G0025507	ENSMUSG00000036067	ortholog_one2one	MGP_C3HHeJ_G0025241	ortholog_one2one	MGP_CASTEiJ_G0024704	ortholog_one2one	MGP_NODShiLtJ_G0025345	ortholog_one2one
MGP_129S1SvImJ_G0020483	ENSMUSG00000021363	ortholog_one2one	MGP_C3HHeJ_G0020232	ortholog_one2one	MGP_CASTEiJ_G0019747	ortholog_one2one	MGP_NODShiLtJ_G0020323	ortholog_one2one
MGP_129S1SvImJ_G0030087	ENSMUSG00000029408	ortholog_one2one	MGP_C3HHeJ_G0029780	ortholog_one2one	MGP_CASTEiJ_G0029189	ortholog_one2one	MGP_NODShiLtJ_G0029887	ortholog_one2one
MGP_129S1SvImJ_G0035020	ENSMUSG00000092192	ortholog_one2one	MGP_C3HHeJ_G0034702	ortholog_one2one			MGP_NODShiLtJ_G0034817	ortholog_one2one
MGP_129S1SvImJ_G0024370	ENSMUSG00000024487	ortholog_one2one	MGP_C3HHeJ_G0024103	ortholog_one2one	MGP_CASTEiJ_G0023578	ortholog_one2one	MGP_NODShiLtJ_G0024200	ortholog_one2one
MGP_129S1SvImJ_G0021507	ENSMUSG00000044447	ortholog_one2one	MGP_C3HHeJ_G0021249	ortholog_one2one	MGP_CASTEiJ_G0020766	ortholog_one2one	MGP_NODShiLtJ_G0021347	ortholog_one2one
MGP_129S1SvImJ_G0032401	ENSMUSG00000048897	ortholog_one2one	MGP_C3HHeJ_G0032105	ortholog_one2one	MGP_CASTEiJ_G0031433	ortholog_one2one	MGP_NODShiLtJ_G0032218	ortholog_one2one
MGP_129S1SvImJ_G0027439	ENSMUSG00000042626	ortholog_one2one	MGP_C3HHeJ_G0027154	ortholog_one2one	MGP_CASTEiJ_G0026600	ortholog_one2one	MGP_NODShiLtJ_G0027254	ortholog_one2one
MGP_129S1SvImJ_G0016713	ENSMUSG00000026687	ortholog_one2one	MGP_C3HHeJ_G0016478	ortholog_one2one	MGP_CASTEiJ_G0016058	ortholog_one2one	MGP_NODShiLtJ_G0016582	ortholog_one2one
MGP_129S1SvImJ_G0024955	ENSMUSG00000024642	ortholog_one2one	MGP_C3HHeJ_G0024689	ortholog_one2one	MGP_CASTEiJ_G0024157	ortholog_one2one	MGP_NODShiLtJ_G0024786	ortholog_one2one
MGP_129S1SvImJ_G0025716	ENSMUSG00000049744	ortholog_one2one	MGP_C3HHeJ_G0025448	ortholog_one2one	MGP_CASTEiJ_G0024913	ortholog_one2one	MGP_NODShiLtJ_G0025552	ortholog_one2one
MGP_129S1SvImJ_G0033099	ENSMUSG00000040205	ortholog_one2one	MGP_C3HHeJ_G0032796	ortholog_one2one	MGP_CASTEiJ_G0032126	ortholog_one2one	MGP_NODShiLtJ_G0032906	ortholog_one2one
MGP_129S1SvImJ_G0025619	ENSMUSG00000059013	ortholog_one2one	MGP_C3HHeJ_G0025353	ortholog_one2one	MGP_CASTEiJ_G0024815	ortholog_one2one	MGP_NODShiLtJ_G0025457	ortholog_one2one
MGP_129S1SvImJ_G0023561	ENSMUSG00000096727	ortholog_one2one	MGP_C3HHeJ_G0023287	ortholog_one2one	MGP_CASTEiJ_G0022787	ortholog_one2one	MGP_NODShiLtJ_G0023383	ortholog_one2one
MGP_129S1SvImJ_G0033796	ENSMUSG00000005410	ortholog_one2one	MGP_C3HHeJ_G0033481	ortholog_one2one			MGP_NODShiLtJ_G0033602	ortholog_one2one
MGP_129S1SvImJ_G0028709	ENSMUSG00000047518	ortholog_one2one	MGP_C3HHeJ_G0028407	ortholog_one2one	MGP_CASTEiJ_G0027838	ortholog_one2one	MGP_NODShiLtJ_G0028515	ortholog_one2one
MGP_129S1SvImJ_G0035689	ENSMUSG00000036985	ortholog_one2one	MGP_C3HHeJ_G0035362	ortholog_one2one	MGP_CASTEiJ_G0034653	ortholog_one2one	MGP_NODShiLtJ_G0035477	ortholog_one2one
MGP_129S1SvImJ_G0035605	ENSMUSG00000031079	ortholog_one2one	MGP_C3HHeJ_G0035293	ortholog_one2one	MGP_CASTEiJ_G0034584	ortholog_one2one	MGP_NODShiLtJ_G0035404	ortholog_one2one
MGP_129S1SvImJ_G0030566	ENSMUSG00000029848	ortholog_one2one	MGP_C3HHeJ_G0030262	ortholog_one2one	MGP_CASTEiJ_G0029664	ortholog_one2one	MGP_NODShiLtJ_G0030374	ortholog_one2one
MGP_129S1SvImJ_G0031621	ENSMUSG00000043066	ortholog_one2one	MGP_C3HHeJ_G0031325	ortholog_one2one	MGP_CASTEiJ_G0030685	ortholog_one2one	MGP_NODShiLtJ_G0031433	ortholog_one2one
MGP_129S1SvImJ_G0015960	ENSMUSG00000050967	ortholog_one2one	MGP_C3HHeJ_G0015731	ortholog_one2one	MGP_CASTEiJ_G0015312	ortholog_one2one	MGP_NODShiLtJ_G0015826	ortholog_one2one
MGP_129S1SvImJ_G0017716	ENSMUSG00000020185	ortholog_one2one	MGP_C3HHeJ_G0017482	ortholog_one2one	MGP_CASTEiJ_G0017043	ortholog_one2one	MGP_NODShiLtJ_G0017579	ortholog_one2one
MGP_129S1SvImJ_G0022005	ENSMUSG00000033837	ortholog_one2one	MGP_C3HHeJ_G0021744	ortholog_one2one	MGP_CASTEiJ_G0021263	ortholog_one2one	MGP_NODShiLtJ_G0021841	ortholog_one2one
MGP_129S1SvImJ_G0021855	ENSMUSG00000022371	ortholog_one2one	MGP_C3HHeJ_G0021596	ortholog_one2one	MGP_CASTEiJ_G0021113	ortholog_one2one	MGP_NODShiLtJ_G0021691	ortholog_one2one
MGP_129S1SvImJ_G0031992	ENSMUSG00000099689	ortholog_one2one	MGP_C3HHeJ_G0031695	ortholog_one2one	MGP_CASTEiJ_G0031029	ortholog_one2one	MGP_NODShiLtJ_G0031806	ortholog_one2one
MGP_129S1SvImJ_G0027889	ENSMUSG00000028032	ortholog_one2one	MGP_C3HHeJ_G0027589	ortholog_one2one	MGP_CASTEiJ_G0027045	ortholog_one2one	MGP_NODShiLtJ_G0027703	ortholog_one2one
MGP_129S1SvImJ_G0030804	ENSMUSG00000037788	ortholog_one2one	MGP_C3HHeJ_G0030500	ortholog_one2one	MGP_CASTEiJ_G0029896	ortholog_one2one	MGP_NODShiLtJ_G0030609	ortholog_one2one
MGP_129S1SvImJ_G0018991	ENSMUSG00000038811	ortholog_one2one	MGP_C3HHeJ_G0018746	ortholog_one2one	MGP_CASTEiJ_G0018300	ortholog_one2one	MGP_NODShiLtJ_G0018841	ortholog_one2one
MGP_129S1SvImJ_G0034006	ENSMUSG00000078953	ortholog_one2one	MGP_C3HHeJ_G0033692	ortholog_one2one			MGP_NODShiLtJ_G0033809	ortholog_one2one
MGP_129S1SvImJ_G0020000	ENSMUSG00000020961	ortholog_one2one	MGP_C3HHeJ_G0019743	ortholog_one2one	MGP_CASTEiJ_G0019289	ortholog_one2one	MGP_NODShiLtJ_G0019856	ortholog_one2one
MGP_129S1SvImJ_G0026381	ENSMUSG00000074890	ortholog_one2one	MGP_C3HHeJ_G0026101	ortholog_one2one	MGP_CASTEiJ_G0025563	ortholog_one2one	MGP_NODShiLtJ_G0026197	ortholog_one2one
MGP_129S1SvImJ_G0022089	ENSMUSG00000009585	ortholog_one2one	MGP_C3HHeJ_G0021827	ortholog_one2one	MGP_CASTEiJ_G0021348	ortholog_one2one	MGP_NODShiLtJ_G0021919	ortholog_one2one
MGP_129S1SvImJ_G0023590	ENSMUSG00000040482	ortholog_one2one	MGP_C3HHeJ_G0023317	ortholog_one2one	MGP_CASTEiJ_G0022815	ortholog_one2one	MGP_NODShiLtJ_G0023413	ortholog_one2one
MGP_129S1SvImJ_G0020718	ENSMUSG00000021510	ortholog_one2one	MGP_C3HHeJ_G0020466	ortholog_one2one	MGP_CASTEiJ_G0019986	ortholog_one2one	MGP_NODShiLtJ_G0020557	ortholog_one2one
MGP_129S1SvImJ_G0019069	ENSMUSG00000038067	ortholog_one2one	MGP_C3HHeJ_G0018824	ortholog_one2one	MGP_CASTEiJ_G0018378	ortholog_one2one	MGP_NODShiLtJ_G0018919	ortholog_one2one
MGP_129S1SvImJ_G0034668	ENSMUSG00000094204	ortholog_one2one	MGP_C3HHeJ_G0034350	ortholog_one2one	MGP_CASTEiJ_G0033673	ortholog_one2one	MGP_NODShiLtJ_G0034466	ortholog_one2one
MGP_129S1SvImJ_G0020489	ENSMUSG00000021365	ortholog_one2one	MGP_C3HHeJ_G0020238	ortholog_one2one	MGP_CASTEiJ_G0019753	ortholog_one2one	MGP_NODShiLtJ_G0020329	ortholog_one2one
MGP_129S1SvImJ_G0028627	ENSMUSG00000034042	ortholog_one2one	MGP_C3HHeJ_G0028323	ortholog_one2one	MGP_CASTEiJ_G0027757	ortholog_one2one	MGP_NODShiLtJ_G0028433	ortholog_one2one
MGP_129S1SvImJ_G0031638	ENSMUSG00000095864	ortholog_one2one			MGP_CASTEiJ_G0030699	ortholog_one2one		
MGP_129S1SvImJ_G0030996	ENSMUSG00000068263	ortholog_one2one	MGP_C3HHeJ_G0030735	ortholog_one2one	MGP_CASTEiJ_G0030084	ortholog_one2one	MGP_NODShiLtJ_G0030801	ortholog_one2one
MGP_129S1SvImJ_G0034572	ENSMUSG00000011118	ortholog_one2one	MGP_C3HHeJ_G0034255	ortholog_one2one	MGP_CASTEiJ_G0033576	ortholog_one2one	MGP_NODShiLtJ_G0034373	ortholog_one2one
MGP_129S1SvImJ_G0033036	ENSMUSG00000045757	ortholog_one2one	MGP_C3HHeJ_G0032734	ortholog_one2many				
MGP_129S1SvImJ_G0033036	ENSMUSG00000045757	ortholog_one2one	MGP_C3HHeJ_G0032733	ortholog_one2many				
MGP_129S1SvImJ_G0023952	ENSMUSG00000044279	ortholog_one2one	MGP_C3HHeJ_G0023675	ortholog_one2one	MGP_CASTEiJ_G0023157	ortholog_one2one	MGP_NODShiLtJ_G0023773	ortholog_one2one
MGP_129S1SvImJ_G0023991	ENSMUSG00000073375	ortholog_one2one	MGP_C3HHeJ_G0023714	ortholog_one2one	MGP_CASTEiJ_G0023196	ortholog_one2one	MGP_NODShiLtJ_G0023812	ortholog_one2one
MGP_129S1SvImJ_G0021671	ENSMUSG00000041703	ortholog_one2one	MGP_C3HHeJ_G0018086	ortholog_one2one	MGP_CASTEiJ_G0020930	ortholog_one2one	MGP_NODShiLtJ_G0021511	ortholog_one2one
MGP_129S1SvImJ_G0034873	ENSMUSG00000056271	ortholog_one2one	MGP_C3HHeJ_G0034556	ortholog_one2one	MGP_CASTEiJ_G0033877	ortholog_one2one	MGP_NODShiLtJ_G0034671	ortholog_one2one
MGP_129S1SvImJ_G0026313	ENSMUSG00000040133	ortholog_one2one	MGP_C3HHeJ_G0026033	ortholog_one2one	MGP_CASTEiJ_G0025495	ortholog_one2one	MGP_NODShiLtJ_G0026129	ortholog_one2one
MGP_129S1SvImJ_G0032285	ENSMUSG00000096719	ortholog_one2one	MGP_C3HHeJ_G0031989	ortholog_one2one	MGP_CASTEiJ_G0031317	ortholog_one2one	MGP_NODShiLtJ_G0032102	ortholog_one2one
MGP_129S1SvImJ_G0030668	ENSMUSG00000073110	ortholog_one2one	MGP_C3HHeJ_G0030364	ortholog_one2one			MGP_NODShiLtJ_G0030474	ortholog_one2one
MGP_129S1SvImJ_G0016435	ENSMUSG00000042554	ortholog_one2one	MGP_C3HHeJ_G0016204	ortholog_one2one	MGP_CASTEiJ_G0015784	ortholog_one2one	MGP_NODShiLtJ_G0016307	ortholog_one2one
MGP_129S1SvImJ_G0019956	ENSMUSG00000021245	ortholog_one2one	MGP_C3HHeJ_G0019699	ortholog_one2one	MGP_CASTEiJ_G0019248	ortholog_one2one	MGP_NODShiLtJ_G0019810	ortholog_one2one
MGP_129S1SvImJ_G0025634	ENSMUSG00000026788	ortholog_one2one	MGP_C3HHeJ_G0025368	ortholog_one2one	MGP_CASTEiJ_G0024830	ortholog_one2one	MGP_NODShiLtJ_G0025472	ortholog_one2one
MGP_129S1SvImJ_G0025957	ENSMUSG00000075201	ortholog_one2one	MGP_C3HHeJ_G0025685	ortholog_one2one	MGP_CASTEiJ_G0025147	ortholog_one2one	MGP_NODShiLtJ_G0025789	ortholog_one2one
MGP_129S1SvImJ_G0031781	ENSMUSG00000002043	ortholog_one2one	MGP_C3HHeJ_G0031484	ortholog_one2one	MGP_CASTEiJ_G0030828	ortholog_one2one	MGP_NODShiLtJ_G0031589	ortholog_one2one
MGP_129S1SvImJ_G0025202	ENSMUSG00000025224	ortholog_one2one	MGP_C3HHeJ_G0024933	ortholog_one2one	MGP_CASTEiJ_G0024398	ortholog_one2one	MGP_NODShiLtJ_G0025037	ortholog_one2one
MGP_129S1SvImJ_G0034527	ENSMUSG00000032036	ortholog_one2one	MGP_C3HHeJ_G0034208	ortholog_one2one	MGP_CASTEiJ_G0033531	ortholog_one2one	MGP_NODShiLtJ_G0034326	ortholog_one2one
MGP_129S1SvImJ_G0016207	ENSMUSG00000026248	ortholog_one2one	MGP_C3HHeJ_G0015975	ortholog_one2one	MGP_CASTEiJ_G0015560	ortholog_one2one	MGP_NODShiLtJ_G0016073	ortholog_one2one
MGP_129S1SvImJ_G0024416	ENSMUSG00000042705	ortholog_one2one	MGP_C3HHeJ_G0024149	ortholog_one2one	MGP_CASTEiJ_G0023624	ortholog_one2one	MGP_NODShiLtJ_G0024246	ortholog_one2one
MGP_129S1SvImJ_G0032851	ENSMUSG00000047554	ortholog_one2one	MGP_C3HHeJ_G0032549	ortholog_one2one	MGP_CASTEiJ_G0031877	ortholog_one2one	MGP_NODShiLtJ_G0032659	ortholog_one2one
MGP_129S1SvImJ_G0031017	ENSMUSG00000002871	ortholog_one2one	MGP_C3HHeJ_G0030714	ortholog_one2one	MGP_CASTEiJ_G0030105	ortholog_one2one	MGP_NODShiLtJ_G0030822	ortholog_one2one
MGP_129S1SvImJ_G0022430	ENSMUSG00000001657	ortholog_one2one	MGP_C3HHeJ_G0022163	ortholog_one2one	MGP_CASTEiJ_G0021689	ortholog_one2one	MGP_NODShiLtJ_G0022261	ortholog_one2one
MGP_129S1SvImJ_G0031779	ENSMUSG00000011263	ortholog_one2one			MGP_CASTEiJ_G0030826	ortholog_one2one	MGP_NODShiLtJ_G0031587	ortholog_one2one
MGP_129S1SvImJ_G0027247	ENSMUSG00000036334	ortholog_one2one	MGP_C3HHeJ_G0026963	ortholog_one2one	MGP_CASTEiJ_G0026415	ortholog_one2one	MGP_NODShiLtJ_G0027059	ortholog_one2one
