Mouse gene stable ID	Gene stable ID	Mouse homology type	Mouse C3H/HeJ gene stable ID	Mouse C3H/HeJ homology type	Mouse NOD/ShiLtJ gene stable ID	Mouse NOD/ShiLtJ homology type	Mouse CAST/EiJ gene stable ID	Mouse CAST/EiJ homology type
ENSMUSG00000108071	MGP_129S1SvImJ_G0006953	ortholog_one2one	MGP_C3HHeJ_G0006869	ortholog_one2one	MGP_NODShiLtJ_G0006874	ortholog_one2one	MGP_CASTEiJ_G0006785	ortholog_one2one
ENSMUSG00000000031	MGP_129S1SvImJ_G0007295	ortholog_one2one	MGP_C3HHeJ_G0007214	ortholog_one2one	MGP_NODShiLtJ_G0007217	ortholog_one2one	MGP_CASTEiJ_G0007116	ortholog_one2one
ENSMUSG00000097667	MGP_129S1SvImJ_G0005381	ortholog_one2one	MGP_C3HHeJ_G0005295	ortholog_one2one	MGP_NODShiLtJ_G0005309	ortholog_one2one	MGP_CASTEiJ_G0005239	ortholog_one2one
ENSMUSG00000106554	MGP_129S1SvImJ_G0006739	ortholog_one2one	MGP_C3HHeJ_G0006654	ortholog_one2one	MGP_NODShiLtJ_G0006664	ortholog_one2one	MGP_CASTEiJ_G0006577	ortholog_one2one
ENSMUSG00000097907	MGP_129S1SvImJ_G0005797	ortholog_one2one	MGP_C3HHeJ_G0005713	ortholog_one2one	MGP_NODShiLtJ_G0005731	ortholog_one2one	MGP_CASTEiJ_G0005654	ortholog_one2one
ENSMUSG00000097797	MGP_129S1SvImJ_G0004769	ortholog_one2one	MGP_C3HHeJ_G0004680	ortholog_one2one	MGP_NODShiLtJ_G0004696	ortholog_one2one	MGP_CASTEiJ_G0004637	ortholog_one2one
ENSMUSG00000099847	MGP_129S1SvImJ_G0005448	ortholog_one2one	MGP_C3HHeJ_G0005363	ortholog_one2one	MGP_NODShiLtJ_G0005377	ortholog_one2one	MGP_CASTEiJ_G0005306	ortholog_one2one
ENSMUSG00000097453	MGP_129S1SvImJ_G0006600	ortholog_one2one	MGP_C3HHeJ_G0006515	ortholog_one2one	MGP_NODShiLtJ_G0006524	ortholog_one2one	MGP_CASTEiJ_G0006441	ortholog_one2one
ENSMUSG00000097767	MGP_129S1SvImJ_G0006759	ortholog_one2one	MGP_C3HHeJ_G0006674	ortholog_one2one	MGP_NODShiLtJ_G0006684	ortholog_one2one	MGP_CASTEiJ_G0006597	ortholog_one2one
ENSMUSG00000100847	MGP_129S1SvImJ_G0005762	ortholog_one2one	MGP_C3HHeJ_G0005677	ortholog_one2one	MGP_NODShiLtJ_G0005694	ortholog_one2one	MGP_CASTEiJ_G0005620	ortholog_one2one
ENSMUSG00000097613	MGP_129S1SvImJ_G0005610	ortholog_one2one	MGP_C3HHeJ_G0005524	ortholog_one2one	MGP_NODShiLtJ_G0005541	ortholog_one2one	MGP_CASTEiJ_G0005468	ortholog_one2one
ENSMUSG00000098155	MGP_129S1SvImJ_G0006536	ortholog_one2one	MGP_C3HHeJ_G0006452	ortholog_one2one	MGP_NODShiLtJ_G0006466	ortholog_one2one	MGP_CASTEiJ_G0006384	ortholog_one2one
ENSMUSG00000086254	MGP_129S1SvImJ_G0007263	ortholog_one2one	MGP_C3HHeJ_G0007182	ortholog_one2one	MGP_NODShiLtJ_G0007185	ortholog_one2one	MGP_CASTEiJ_G0007084	ortholog_one2one
ENSMUSG00000085428	MGP_129S1SvImJ_G0006109	ortholog_one2one	MGP_C3HHeJ_G0006026	ortholog_one2one	MGP_NODShiLtJ_G0006045	ortholog_one2one	MGP_CASTEiJ_G0005963	ortholog_one2one
ENSMUSG00000097020	MGP_129S1SvImJ_G0005318	ortholog_one2one	MGP_C3HHeJ_G0005232	ortholog_one2one	MGP_NODShiLtJ_G0005246	ortholog_one2one	MGP_CASTEiJ_G0005179	ortholog_one2one
ENSMUSG00000086825	MGP_129S1SvImJ_G0004963	ortholog_one2one	MGP_C3HHeJ_G0004875	ortholog_one2one	MGP_NODShiLtJ_G0004890	ortholog_one2one	MGP_CASTEiJ_G0004824	ortholog_one2one
ENSMUSG00000097332	MGP_129S1SvImJ_G0005649	ortholog_one2one	MGP_C3HHeJ_G0005563	ortholog_one2one	MGP_NODShiLtJ_G0005580	ortholog_one2one	MGP_CASTEiJ_G0005507	ortholog_one2one
ENSMUSG00000105168	MGP_129S1SvImJ_G0006189	ortholog_one2one	MGP_C3HHeJ_G0006107	ortholog_one2one	MGP_NODShiLtJ_G0006125	ortholog_one2one	MGP_CASTEiJ_G0006042	ortholog_one2one
ENSMUSG00000104000	MGP_129S1SvImJ_G0006121	ortholog_one2one	MGP_C3HHeJ_G0006038	ortholog_one2one	MGP_NODShiLtJ_G0006056	ortholog_one2one	MGP_CASTEiJ_G0005974	ortholog_one2one
ENSMUSG00000100580	MGP_129S1SvImJ_G0004892	ortholog_one2one	MGP_C3HHeJ_G0004804	ortholog_one2one	MGP_NODShiLtJ_G0004819	ortholog_one2one		
ENSMUSG00000087332	MGP_129S1SvImJ_G0006471	ortholog_one2one	MGP_C3HHeJ_G0006387	ortholog_one2one	MGP_NODShiLtJ_G0006401	ortholog_one2one	MGP_CASTEiJ_G0006320	ortholog_one2one
ENSMUSG00000104846	MGP_129S1SvImJ_G0006626	ortholog_one2one	MGP_C3HHeJ_G0006542	ortholog_one2one	MGP_NODShiLtJ_G0006552	ortholog_one2one	MGP_CASTEiJ_G0006466	ortholog_one2one
ENSMUSG00000100417	MGP_129S1SvImJ_G0005838	ortholog_one2one	MGP_C3HHeJ_G0005756	ortholog_one2one	MGP_NODShiLtJ_G0005775	ortholog_one2one	MGP_CASTEiJ_G0005693	ortholog_one2one
ENSMUSG00000097370	MGP_129S1SvImJ_G0005118	ortholog_one2one	MGP_C3HHeJ_G0005031	ortholog_one2one	MGP_NODShiLtJ_G0005045	ortholog_one2one	MGP_CASTEiJ_G0004978	ortholog_one2one
ENSMUSG00000106429	MGP_129S1SvImJ_G0006250	ortholog_one2one	MGP_C3HHeJ_G0006169	ortholog_one2one			MGP_CASTEiJ_G0006103	ortholog_one2one
ENSMUSG00000073374	MGP_129S1SvImJ_G0005749	ortholog_one2one	MGP_C3HHeJ_G0005664	ortholog_one2one	MGP_NODShiLtJ_G0005681	ortholog_one2one	MGP_CASTEiJ_G0005606	ortholog_one2one
ENSMUSG00000100336	MGP_129S1SvImJ_G0004925	ortholog_one2one	MGP_C3HHeJ_G0004837	ortholog_one2one	MGP_NODShiLtJ_G0004852	ortholog_one2one	MGP_CASTEiJ_G0004787	ortholog_one2one
ENSMUSG00000086945	MGP_129S1SvImJ_G0006777	ortholog_one2one	MGP_C3HHeJ_G0006692	ortholog_one2one	MGP_NODShiLtJ_G0006702	ortholog_one2one	MGP_CASTEiJ_G0006615	ortholog_one2one
ENSMUSG00000020033	MGP_129S1SvImJ_G0005137	ortholog_one2one	MGP_C3HHeJ_G0005050	ortholog_one2one	MGP_NODShiLtJ_G0005064	ortholog_one2one	MGP_CASTEiJ_G0004997	ortholog_one2one
ENSMUSG00000100345	MGP_129S1SvImJ_G0005759	ortholog_one2one	MGP_C3HHeJ_G0005674	ortholog_one2one	MGP_NODShiLtJ_G0005691	ortholog_one2one	MGP_CASTEiJ_G0005617	ortholog_one2one
ENSMUSG00000099025	MGP_129S1SvImJ_G0007415	ortholog_one2one	MGP_C3HHeJ_G0007333	ortholog_one2one	MGP_NODShiLtJ_G0007336	ortholog_one2one	MGP_CASTEiJ_G0007236	ortholog_one2one
ENSMUSG00000097043	MGP_129S1SvImJ_G0005766	ortholog_one2one	MGP_C3HHeJ_G0005682	ortholog_one2one	MGP_NODShiLtJ_G0005700	ortholog_one2one	MGP_CASTEiJ_G0005624	ortholog_one2one
	MGP_129S1SvImJ_G0005904							
ENSMUSG00000100134	MGP_129S1SvImJ_G0005788	ortholog_one2one	MGP_C3HHeJ_G0005704	ortholog_one2one	MGP_NODShiLtJ_G0005722	ortholog_one2one		
ENSMUSG00000101565	MGP_129S1SvImJ_G0005641	ortholog_one2one	MGP_C3HHeJ_G0005555	ortholog_one2one	MGP_NODShiLtJ_G0005572	ortholog_one2one	MGP_CASTEiJ_G0005499	ortholog_one2one
ENSMUSG00000089794	MGP_129S1SvImJ_G0006120	ortholog_one2one	MGP_C3HHeJ_G0006037	ortholog_one2one	MGP_NODShiLtJ_G0006055	ortholog_one2one	MGP_CASTEiJ_G0005973	ortholog_one2one
ENSMUSG00000086346	MGP_129S1SvImJ_G0006429	ortholog_one2one	MGP_C3HHeJ_G0006345	ortholog_one2one	MGP_NODShiLtJ_G0006359	ortholog_one2one	MGP_CASTEiJ_G0006279	ortholog_one2one
ENSMUSG00000086402	MGP_129S1SvImJ_G0005512	ortholog_one2one	MGP_C3HHeJ_G0005427	ortholog_one2one	MGP_NODShiLtJ_G0005441	ortholog_one2one	MGP_CASTEiJ_G0005369	ortholog_one2one
ENSMUSG00000097747	MGP_129S1SvImJ_G0005235	ortholog_one2one	MGP_C3HHeJ_G0005149	ortholog_one2one	MGP_NODShiLtJ_G0005164	ortholog_one2one	MGP_CASTEiJ_G0005096	ortholog_one2one
ENSMUSG00000102548	MGP_129S1SvImJ_G0005032	ortholog_one2one	MGP_C3HHeJ_G0004944	ortholog_one2one	MGP_NODShiLtJ_G0004959	ortholog_one2one	MGP_CASTEiJ_G0004892	ortholog_one2one
	MGP_129S1SvImJ_G0007333							
ENSMUSG00000098390	MGP_129S1SvImJ_G0007423	ortholog_one2one			MGP_NODShiLtJ_G0007344	ortholog_one2one	MGP_CASTEiJ_G0007242	ortholog_one2one
ENSMUSG00000044387	MGP_129S1SvImJ_G0005819	ortholog_one2one	MGP_C3HHeJ_G0005737	ortholog_one2one	MGP_NODShiLtJ_G0005755	ortholog_one2one	MGP_CASTEiJ_G0005675	ortholog_one2one
ENSMUSG00000085497	MGP_129S1SvImJ_G0006668	ortholog_one2one	MGP_C3HHeJ_G0006583	ortholog_one2one	MGP_NODShiLtJ_G0006593	ortholog_one2one	MGP_CASTEiJ_G0006506	ortholog_one2one
ENSMUSG00000106020	MGP_129S1SvImJ_G0006856	ortholog_one2one	MGP_C3HHeJ_G0006771	ortholog_one2one	MGP_NODShiLtJ_G0006778	ortholog_one2one	MGP_CASTEiJ_G0006690	ortholog_one2one
ENSMUSG00000099950	MGP_129S1SvImJ_G0004833	ortholog_one2one	MGP_C3HHeJ_G0004744	ortholog_one2one	MGP_NODShiLtJ_G0004759	ortholog_one2one	MGP_CASTEiJ_G0004698	ortholog_one2one
ENSMUSG00000087561	MGP_129S1SvImJ_G0004853	ortholog_one2one	MGP_C3HHeJ_G0004764	ortholog_one2one	MGP_NODShiLtJ_G0004779	ortholog_one2one	MGP_CASTEiJ_G0004717	ortholog_one2one
	MGP_129S1SvImJ_G0006331							
ENSMUSG00000100932	MGP_129S1SvImJ_G0005447	ortholog_one2one	MGP_C3HHeJ_G0005362	ortholog_one2one	MGP_NODShiLtJ_G0005376	ortholog_one2one	MGP_CASTEiJ_G0005305	ortholog_one2one
ENSMUSG00000048824	MGP_129S1SvImJ_G0006420	ortholog_one2one	MGP_C3HHeJ_G0006336	ortholog_one2one	MGP_NODShiLtJ_G0006350	ortholog_one2one	MGP_CASTEiJ_G0006270	ortholog_one2one
ENSMUSG00000106501	MGP_129S1SvImJ_G0006625	ortholog_one2one	MGP_C3HHeJ_G0006541	ortholog_one2one	MGP_NODShiLtJ_G0006551	ortholog_one2one	MGP_CASTEiJ_G0006465	ortholog_one2one
ENSMUSG00000096924	MGP_129S1SvImJ_G0005113	ortholog_one2one	MGP_C3HHeJ_G0005026	ortholog_one2one	MGP_NODShiLtJ_G0005040	ortholog_one2one	MGP_CASTEiJ_G0004973	ortholog_one2one
ENSMUSG00000107288	MGP_129S1SvImJ_G0006769	ortholog_one2one	MGP_C3HHeJ_G0006684	ortholog_one2one	MGP_NODShiLtJ_G0006694	ortholog_one2one	MGP_CASTEiJ_G0006607	ortholog_one2one
ENSMUSG00000108130	MGP_129S1SvImJ_G0006973	ortholog_one2one	MGP_C3HHeJ_G0006867	ortholog_one2one	MGP_NODShiLtJ_G0006872	ortholog_one2one		
ENSMUSG00000103908	MGP_129S1SvImJ_G0005037	ortholog_one2one	MGP_C3HHeJ_G0004949	ortholog_one2one	MGP_NODShiLtJ_G0004964	ortholog_one2one	MGP_CASTEiJ_G0004897	ortholog_one2one
ENSMUSG00000101734	MGP_129S1SvImJ_G0007481	ortholog_one2one	MGP_C3HHeJ_G0007398	ortholog_one2one	MGP_NODShiLtJ_G0007402	ortholog_one2one	MGP_CASTEiJ_G0007301	ortholog_one2one
	MGP_129S1SvImJ_G0006207							
ENSMUSG00000101453	MGP_129S1SvImJ_G0004940	ortholog_one2one	MGP_C3HHeJ_G0004852	ortholog_one2one	MGP_NODShiLtJ_G0004867	ortholog_one2one	MGP_CASTEiJ_G0004801	ortholog_one2one
ENSMUSG00000105881	MGP_129S1SvImJ_G0006801	ortholog_one2one	MGP_C3HHeJ_G0006716	ortholog_one2one	MGP_NODShiLtJ_G0006725	ortholog_one2one	MGP_CASTEiJ_G0006639	ortholog_one2one
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005355	ortholog_many2many	MGP_NODShiLtJ_G0005368	ortholog_many2many	MGP_CASTEiJ_G0005297	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005355	ortholog_many2many	MGP_NODShiLtJ_G0005368	ortholog_many2many	MGP_CASTEiJ_G0005298	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005355	ortholog_many2many	MGP_NODShiLtJ_G0005369	ortholog_many2many	MGP_CASTEiJ_G0005297	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005355	ortholog_many2many	MGP_NODShiLtJ_G0005369	ortholog_many2many	MGP_CASTEiJ_G0005298	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005354	ortholog_many2many	MGP_NODShiLtJ_G0005368	ortholog_many2many	MGP_CASTEiJ_G0005297	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005354	ortholog_many2many	MGP_NODShiLtJ_G0005368	ortholog_many2many	MGP_CASTEiJ_G0005298	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005354	ortholog_many2many	MGP_NODShiLtJ_G0005369	ortholog_many2many	MGP_CASTEiJ_G0005297	ortholog_many2many
ENSMUSG00000085620	MGP_129S1SvImJ_G0005439	ortholog_one2many	MGP_C3HHeJ_G0005354	ortholog_many2many	MGP_NODShiLtJ_G0005369	ortholog_many2many	MGP_CASTEiJ_G0005298	ortholog_many2many
ENSMUSG00000097743	MGP_129S1SvImJ_G0005552	ortholog_one2one	MGP_C3HHeJ_G0005465	ortholog_one2one	MGP_NODShiLtJ_G0005481	ortholog_one2one	MGP_CASTEiJ_G0005408	ortholog_one2one
ENSMUSG00000106726	MGP_129S1SvImJ_G0006674	ortholog_one2one	MGP_C3HHeJ_G0006589	ortholog_one2one	MGP_NODShiLtJ_G0006599	ortholog_one2one	MGP_CASTEiJ_G0006512	ortholog_one2one
ENSMUSG00000107882	MGP_129S1SvImJ_G0007021	ortholog_one2one	MGP_C3HHeJ_G0006931	ortholog_one2one	MGP_NODShiLtJ_G0006943	ortholog_one2one	MGP_CASTEiJ_G0006849	ortholog_one2one
ENSMUSG00000103686	MGP_129S1SvImJ_G0005027	ortholog_one2one	MGP_C3HHeJ_G0004939	ortholog_one2one	MGP_NODShiLtJ_G0004954	ortholog_one2one	MGP_CASTEiJ_G0004887	ortholog_one2one
ENSMUSG00000102897	MGP_129S1SvImJ_G0005022	ortholog_one2one	MGP_C3HHeJ_G0004934	ortholog_one2one	MGP_NODShiLtJ_G0004949	ortholog_one2one	MGP_CASTEiJ_G0004882	ortholog_one2one
ENSMUSG00000097507	MGP_129S1SvImJ_G0005782	ortholog_one2one	MGP_C3HHeJ_G0005698	ortholog_one2one	MGP_NODShiLtJ_G0005716	ortholog_one2one	MGP_CASTEiJ_G0005640	ortholog_one2one
ENSMUSG00000097859	MGP_129S1SvImJ_G0005421	ortholog_one2one	MGP_C3HHeJ_G0005335	ortholog_one2one	MGP_NODShiLtJ_G0005349	ortholog_one2one	MGP_CASTEiJ_G0005279	ortholog_one2one
ENSMUSG00000105550	MGP_129S1SvImJ_G0006298	ortholog_one2one	MGP_C3HHeJ_G0006217	ortholog_one2one	MGP_NODShiLtJ_G0006234	ortholog_one2one	MGP_CASTEiJ_G0006150	ortholog_one2one
ENSMUSG00000085387	MGP_129S1SvImJ_G0005937	ortholog_one2one	MGP_C3HHeJ_G0005856	ortholog_one2one	MGP_NODShiLtJ_G0005875	ortholog_one2one	MGP_CASTEiJ_G0005792	ortholog_one2one
ENSMUSG00000099360	MGP_129S1SvImJ_G0005343	ortholog_one2one	MGP_C3HHeJ_G0005257	ortholog_one2one	MGP_NODShiLtJ_G0005271	ortholog_one2one	MGP_CASTEiJ_G0005204	ortholog_one2one
ENSMUSG00000074469	MGP_129S1SvImJ_G0007303	ortholog_one2one	MGP_C3HHeJ_G0007221	ortholog_one2one	MGP_NODShiLtJ_G0007225	ortholog_one2one	MGP_CASTEiJ_G0007124	ortholog_one2one
ENSMUSG00000107218	MGP_129S1SvImJ_G0006693	ortholog_one2one	MGP_C3HHeJ_G0006608	ortholog_one2one	MGP_NODShiLtJ_G0006618	ortholog_one2one	MGP_CASTEiJ_G0006531	ortholog_one2one
ENSMUSG00000085545	MGP_129S1SvImJ_G0005883	ortholog_one2one	MGP_C3HHeJ_G0005802	ortholog_one2one	MGP_NODShiLtJ_G0005821	ortholog_one2one	MGP_CASTEiJ_G0005738	ortholog_one2one
ENSMUSG00000087038	MGP_129S1SvImJ_G0007514	ortholog_one2one	MGP_C3HHeJ_G0007431	ortholog_one2one	MGP_NODShiLtJ_G0007435	ortholog_one2one	MGP_CASTEiJ_G0007334	ortholog_one2one
ENSMUSG00000086752	MGP_129S1SvImJ_G0005308	ortholog_one2one	MGP_C3HHeJ_G0005222	ortholog_one2one	MGP_NODShiLtJ_G0005236	ortholog_one2one	MGP_CASTEiJ_G0005169	ortholog_one2one
ENSMUSG00000105105	MGP_129S1SvImJ_G0006653	ortholog_one2one	MGP_C3HHeJ_G0006569	ortholog_one2one	MGP_NODShiLtJ_G0006578	ortholog_one2one	MGP_CASTEiJ_G0006491	ortholog_one2one
	MGP_129S1SvImJ_G0006928							
ENSMUSG00000097933	MGP_129S1SvImJ_G0005553	ortholog_one2one	MGP_C3HHeJ_G0005466	ortholog_one2one	MGP_NODShiLtJ_G0005482	ortholog_one2one	MGP_CASTEiJ_G0005409	ortholog_one2one
ENSMUSG00000108095	MGP_129S1SvImJ_G0007074	ortholog_one2one	MGP_C3HHeJ_G0006990	ortholog_one2one	MGP_NODShiLtJ_G0006995	ortholog_one2one	MGP_CASTEiJ_G0006899	ortholog_one2one
ENSMUSG00000102256	MGP_129S1SvImJ_G0006145	ortholog_one2one	MGP_C3HHeJ_G0006062	ortholog_one2one	MGP_NODShiLtJ_G0006080	ortholog_one2one	MGP_CASTEiJ_G0005997	ortholog_one2one
ENSMUSG00000105260	MGP_129S1SvImJ_G0006174	ortholog_one2one	MGP_C3HHeJ_G0006092	ortholog_one2one	MGP_NODShiLtJ_G0006110	ortholog_one2one	MGP_CASTEiJ_G0006027	ortholog_one2one
ENSMUSG00000085641	MGP_129S1SvImJ_G0005404	ortholog_one2one	MGP_C3HHeJ_G0005318	ortholog_one2one	MGP_NODShiLtJ_G0005332	ortholog_one2one	MGP_CASTEiJ_G0005262	ortholog_one2one
ENSMUSG00000105516	MGP_129S1SvImJ_G0006168	ortholog_one2one	MGP_C3HHeJ_G0006086	ortholog_one2one	MGP_NODShiLtJ_G0006104	ortholog_one2one	MGP_CASTEiJ_G0006021	ortholog_one2one
	MGP_129S1SvImJ_G0007330							
	MGP_129S1SvImJ_G0007273							
ENSMUSG00000107791	MGP_129S1SvImJ_G0007055	ortholog_one2one	MGP_C3HHeJ_G0006897	ortholog_one2one	MGP_NODShiLtJ_G0006977	ortholog_one2one	MGP_CASTEiJ_G0006882	ortholog_one2one
ENSMUSG00000105891	MGP_129S1SvImJ_G0006261	ortholog_one2one	MGP_C3HHeJ_G0006180	ortholog_one2one	MGP_NODShiLtJ_G0006197	ortholog_one2one	MGP_CASTEiJ_G0006114	ortholog_one2one
ENSMUSG00000099528	MGP_129S1SvImJ_G0005566	ortholog_one2one	MGP_C3HHeJ_G0005479	ortholog_one2one	MGP_NODShiLtJ_G0005496	ortholog_one2one	MGP_CASTEiJ_G0005422	ortholog_one2one
ENSMUSG00000107623	MGP_129S1SvImJ_G0007064	ortholog_one2one	MGP_C3HHeJ_G0006980	ortholog_one2one	MGP_NODShiLtJ_G0006986	ortholog_one2one	MGP_CASTEiJ_G0006891	ortholog_one2one
ENSMUSG00000100387	MGP_129S1SvImJ_G0007149	ortholog_one2one	MGP_C3HHeJ_G0007067	ortholog_one2one	MGP_NODShiLtJ_G0007072	ortholog_one2one	MGP_CASTEiJ_G0006971	ortholog_one2one
ENSMUSG00000086071	MGP_129S1SvImJ_G0006393	ortholog_one2one	MGP_C3HHeJ_G0006309	ortholog_one2one	MGP_NODShiLtJ_G0006327	ortholog_one2one	MGP_CASTEiJ_G0006244	ortholog_one2one
ENSMUSG00000103827	MGP_129S1SvImJ_G0006142	ortholog_one2one	MGP_C3HHeJ_G0006059	ortholog_one2one	MGP_NODShiLtJ_G0006077	ortholog_one2one	MGP_CASTEiJ_G0005993	ortholog_one2one
ENSMUSG00000107961	MGP_129S1SvImJ_G0007009	ortholog_one2one	MGP_C3HHeJ_G0006944	ortholog_one2one	MGP_NODShiLtJ_G0006930	ortholog_one2one	MGP_CASTEiJ_G0006838	ortholog_one2one
ENSMUSG00000097898	MGP_129S1SvImJ_G0005517	ortholog_one2one	MGP_C3HHeJ_G0005432	ortholog_one2one	MGP_NODShiLtJ_G0005446	ortholog_one2one		
ENSMUSG00000107248	MGP_129S1SvImJ_G0006609	ortholog_one2one	MGP_C3HHeJ_G0006524	ortholog_one2one	MGP_NODShiLtJ_G0006533	ortholog_one2one	MGP_CASTEiJ_G0006449	ortholog_one2one
	MGP_129S1SvImJ_G0005592							
ENSMUSG00000105152	MGP_129S1SvImJ_G0006763	ortholog_one2one	MGP_C3HHeJ_G0006678	ortholog_one2one	MGP_NODShiLtJ_G0006688	ortholog_one2one	MGP_CASTEiJ_G0006601	ortholog_one2one
	MGP_129S1SvImJ_G0004778							
ENSMUSG00000097870	MGP_129S1SvImJ_G0007436	ortholog_one2one	MGP_C3HHeJ_G0007353	ortholog_one2one	MGP_NODShiLtJ_G0007357	ortholog_one2one	MGP_CASTEiJ_G0007257	ortholog_one2one
ENSMUSG00000097574	MGP_129S1SvImJ_G0007463	ortholog_one2one	MGP_C3HHeJ_G0007380	ortholog_one2one	MGP_NODShiLtJ_G0007384	ortholog_one2one	MGP_CASTEiJ_G0007284	ortholog_one2one
ENSMUSG00000106321	MGP_129S1SvImJ_G0006136	ortholog_one2one	MGP_C3HHeJ_G0006053	ortholog_one2one	MGP_NODShiLtJ_G0006071	ortholog_one2one	MGP_CASTEiJ_G0005988	ortholog_one2one
ENSMUSG00000107334	MGP_129S1SvImJ_G0006787	ortholog_one2one	MGP_C3HHeJ_G0006702	ortholog_one2one	MGP_NODShiLtJ_G0006711	ortholog_one2one	MGP_CASTEiJ_G0006625	ortholog_one2one
ENSMUSG00000051008	MGP_129S1SvImJ_G0005234	ortholog_one2one	MGP_C3HHeJ_G0005148	ortholog_one2one	MGP_NODShiLtJ_G0005163	ortholog_one2one	MGP_CASTEiJ_G0005095	ortholog_one2one
ENSMUSG00000108634	MGP_129S1SvImJ_G0005278	ortholog_one2one	MGP_C3HHeJ_G0005192	ortholog_one2one	MGP_NODShiLtJ_G0005207	ortholog_one2one	MGP_CASTEiJ_G0005139	ortholog_one2one
ENSMUSG00000103587	MGP_129S1SvImJ_G0006198	ortholog_one2one	MGP_C3HHeJ_G0006116	ortholog_one2one	MGP_NODShiLtJ_G0006134	ortholog_one2one	MGP_CASTEiJ_G0006050	ortholog_one2one
ENSMUSG00000047324	MGP_129S1SvImJ_G0005458	ortholog_one2one	MGP_C3HHeJ_G0005373	ortholog_one2one	MGP_NODShiLtJ_G0005387	ortholog_one2one	MGP_CASTEiJ_G0005316	ortholog_one2one
ENSMUSG00000097541	MGP_129S1SvImJ_G0005095	ortholog_one2one	MGP_C3HHeJ_G0005008	ortholog_one2one	MGP_NODShiLtJ_G0005021	ortholog_one2one	MGP_CASTEiJ_G0004955	ortholog_one2one
ENSMUSG00000048215	MGP_129S1SvImJ_G0006748	ortholog_one2one	MGP_C3HHeJ_G0006663	ortholog_one2one	MGP_NODShiLtJ_G0006673	ortholog_one2one	MGP_CASTEiJ_G0006586	ortholog_one2one
	MGP_129S1SvImJ_G0005615							
ENSMUSG00000106647	MGP_129S1SvImJ_G0007512	ortholog_one2one	MGP_C3HHeJ_G0007429	ortholog_one2one	MGP_NODShiLtJ_G0007433	ortholog_one2one	MGP_CASTEiJ_G0007332	ortholog_one2one
ENSMUSG00000104675	MGP_129S1SvImJ_G0006327	ortholog_one2one	MGP_C3HHeJ_G0006245	ortholog_one2one	MGP_NODShiLtJ_G0006261	ortholog_one2one	MGP_CASTEiJ_G0006179	ortholog_one2one
ENSMUSG00000062704	MGP_129S1SvImJ_G0007362	ortholog_one2one	MGP_C3HHeJ_G0007281	ortholog_one2one	MGP_NODShiLtJ_G0007283	ortholog_one2one	MGP_CASTEiJ_G0007183	ortholog_one2one
ENSMUSG00000087646	MGP_129S1SvImJ_G0006543	ortholog_one2one	MGP_C3HHeJ_G0006459	ortholog_one2one	MGP_NODShiLtJ_G0006473	ortholog_one2one	MGP_CASTEiJ_G0006391	ortholog_one2one
ENSMUSG00000108669	MGP_129S1SvImJ_G0007197	ortholog_one2one	MGP_C3HHeJ_G0007115	ortholog_one2one	MGP_NODShiLtJ_G0007119	ortholog_one2one	MGP_CASTEiJ_G0007017	ortholog_one2one
ENSMUSG00000102595	MGP_129S1SvImJ_G0006223	ortholog_one2one	MGP_C3HHeJ_G0006141	ortholog_one2one	MGP_NODShiLtJ_G0006159	ortholog_one2one	MGP_CASTEiJ_G0006075	ortholog_one2one
ENSMUSG00000108583	MGP_129S1SvImJ_G0007272	ortholog_one2one	MGP_C3HHeJ_G0007191	ortholog_one2one	MGP_NODShiLtJ_G0007194	ortholog_one2one	MGP_CASTEiJ_G0007093	ortholog_one2one
ENSMUSG00000103305	MGP_129S1SvImJ_G0005061	ortholog_one2one	MGP_C3HHeJ_G0004974	ortholog_one2one	MGP_NODShiLtJ_G0004987	ortholog_one2one	MGP_CASTEiJ_G0004920	ortholog_one2one
ENSMUSG00000104045	MGP_129S1SvImJ_G0005870	ortholog_one2one	MGP_C3HHeJ_G0005788	ortholog_one2one	MGP_NODShiLtJ_G0005807	ortholog_one2one	MGP_CASTEiJ_G0005725	ortholog_one2one
ENSMUSG00000086060	MGP_129S1SvImJ_G0005402	ortholog_one2one	MGP_C3HHeJ_G0005316	ortholog_one2one	MGP_NODShiLtJ_G0005330	ortholog_one2one	MGP_CASTEiJ_G0005260	ortholog_one2one
ENSMUSG00000102936	MGP_129S1SvImJ_G0006204	ortholog_one2one	MGP_C3HHeJ_G0006122	ortholog_one2one	MGP_NODShiLtJ_G0006140	ortholog_one2one	MGP_CASTEiJ_G0006056	ortholog_one2one
