piCid	piCnum	piCid_orth	mm10	cast	c3h	129	nod	AllStrains
PTmerged287	PTmerged287	PTmerged287	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged288	PTmerged288	PTmerged288	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged289	PTmerged289	PTmerged289	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged290	PTmerged290	PTmerged290	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged291	PTmerged291	PTmerged291	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged292	PTmerged292	PTmerged292	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged293	PTmerged293	PTmerged293	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged294	PTmerged294	PTmerged294	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged295	PTmerged295	PTmerged295	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged296	PTmerged296	PTmerged296	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged297	PTmerged297	PTmerged297	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged298	PTmerged298	PTmerged298	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged299	PTmerged299	PTmerged299	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged300	PTmerged300	PTmerged300	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged301	PTmerged301	PTmerged301	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged302	PTmerged302	PTmerged302	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged303	PTmerged303	PTmerged303	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged304	PTmerged304	PTmerged304	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged305	PTmerged305	PTmerged305	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged306	PTmerged306	PTmerged306	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged307	PTmerged307	PTmerged307	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged308	PTmerged308	PTmerged308	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged309	PTmerged309	PTmerged309	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged310	PTmerged310	PTmerged310	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged311	PTmerged311	PTmerged311	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged312	PTmerged312	PTmerged312	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged313	PTmerged313	PTmerged313	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged314	PTmerged314	PTmerged314	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged315	PTmerged315	PTmerged315	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged316	PTmerged316	PTmerged316	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged317	PTmerged317	PTmerged317	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged318	PTmerged318	PTmerged318	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged319	PTmerged319	PTmerged319	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged320	PTmerged320	PTmerged320	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged321	PTmerged321	PTmerged321	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged322	PTmerged322	PTmerged322	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged323	PTmerged323	PTmerged323	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged324	PTmerged324	PTmerged324	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged325	PTmerged325	PTmerged325	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged326	PTmerged326	PTmerged326	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged327	PTmerged327	PTmerged327	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged328	PTmerged328	PTmerged328	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged329	PTmerged329	PTmerged329	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged330	PTmerged330	PTmerged330	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged331	PTmerged331	PTmerged331	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged332	PTmerged332	PTmerged332	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged333	PTmerged333	PTmerged333	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged334	PTmerged334	PTmerged334	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged335	PTmerged335	PTmerged335	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged336	PTmerged336	PTmerged336	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged337	PTmerged337	PTmerged337	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged338	PTmerged338	PTmerged338	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged339	PTmerged339	PTmerged339	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged340	PTmerged340	PTmerged340	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged341	PTmerged341	PTmerged341	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged342	PTmerged342	PTmerged342	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged343	PTmerged343	PTmerged343	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged344	PTmerged344	PTmerged344	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged345	PTmerged345	PTmerged345	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged346	PTmerged346	PTmerged346	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged347	PTmerged347	PTmerged347	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged350	PTmerged350	PTmerged350	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged351	PTmerged351	PTmerged351	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged352	PTmerged352	PTmerged352	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged353	PTmerged353	PTmerged353	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged354	PTmerged354	PTmerged354	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged355	PTmerged355	PTmerged355	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged356	PTmerged356	PTmerged356	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged357	PTmerged357	PTmerged357	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged358	PTmerged358	PTmerged358	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged359	PTmerged359	PTmerged359	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged361	PTmerged361	PTmerged361	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged362	PTmerged362	PTmerged362	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged363	PTmerged363	PTmerged363	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged364	PTmerged364	PTmerged364	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged365	PTmerged365	PTmerged365	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged366	PTmerged366	PTmerged366	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged367	PTmerged367	PTmerged367	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged368	PTmerged368	PTmerged368	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged369	PTmerged369	PTmerged369	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged370	PTmerged370	PTmerged370	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged371	PTmerged371	PTmerged371	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged372	PTmerged372	PTmerged372	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged373	PTmerged373	PTmerged373	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged374	PTmerged374	PTmerged374	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged375	PTmerged375	PTmerged375	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged376	PTmerged376	PTmerged376	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged377	PTmerged377	PTmerged377	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged379	PTmerged379	PTmerged379	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged380	PTmerged380	PTmerged380	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged381	PTmerged381	PTmerged381	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged382	PTmerged382	PTmerged382	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged383	PTmerged383	PTmerged383	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged384	PTmerged384	PTmerged384	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged385	PTmerged385	PTmerged385	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged386	PTmerged386	PTmerged386	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged387	PTmerged387	PTmerged387	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged388	PTmerged388	PTmerged388	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged389	PTmerged389	PTmerged389	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged390	PTmerged390	PTmerged390	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged391	PTmerged391	PTmerged391	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged392	PTmerged392	PTmerged392	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged393	PTmerged393	PTmerged393	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged394	PTmerged394	PTmerged394	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged397	PTmerged397	PTmerged397	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged398	PTmerged398	PTmerged398	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged399	PTmerged399	PTmerged399	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged400	PTmerged400	PTmerged400	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged401	PTmerged401	PTmerged401	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged402	PTmerged402	PTmerged402	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged403	PTmerged403	PTmerged403	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged404	PTmerged404	PTmerged404	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged405	PTmerged405	PTmerged405	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged406	PTmerged406	PTmerged406	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged407	PTmerged407	PTmerged407	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged408	PTmerged408	PTmerged408	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged409	PTmerged409	PTmerged409	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged410	PTmerged410	PTmerged410	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged411	PTmerged411	PTmerged411	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged412	PTmerged412	PTmerged412	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged413	PTmerged413	PTmerged413	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged414	PTmerged414	PTmerged414	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged415	PTmerged415	PTmerged415	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged416	PTmerged416	PTmerged416	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged417	PTmerged417	PTmerged417	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged418	PTmerged418	PTmerged418	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged419	PTmerged419	PTmerged419	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged420	PTmerged420	PTmerged420	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged421	PTmerged421	PTmerged421	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged422	PTmerged422	PTmerged422	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged423	PTmerged423	PTmerged423	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged424	PTmerged424	PTmerged424	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged425	PTmerged425	PTmerged425	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged426	PTmerged426	PTmerged426	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged427	PTmerged427	PTmerged427	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged428	PTmerged428	PTmerged428	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged429	PTmerged429	PTmerged429	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged430	PTmerged430	PTmerged430	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged431	PTmerged431	PTmerged431	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged432	PTmerged432	PTmerged432	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged433	PTmerged433	PTmerged433	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged434	PTmerged434	PTmerged434	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged435	PTmerged435	PTmerged435	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged437	PTmerged437	PTmerged437	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged438	PTmerged438	PTmerged438	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged439	PTmerged439	PTmerged439	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged441	PTmerged441	PTmerged441	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged442	PTmerged442	PTmerged442	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged443	PTmerged443	PTmerged443	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged444	PTmerged444	PTmerged444	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged445	PTmerged445	PTmerged445	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged446	PTmerged446	PTmerged446	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged447	PTmerged447	PTmerged447	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged448	PTmerged448	PTmerged448	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged449	PTmerged449	PTmerged449	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged450	PTmerged450	PTmerged450	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged451	PTmerged451	PTmerged451	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged452	PTmerged452	PTmerged452	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged453	PTmerged453	PTmerged453	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged454	PTmerged454	PTmerged454	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged455	PTmerged455	PTmerged455	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged456	PTmerged456	PTmerged456	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged457	PTmerged457	PTmerged457	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged458	PTmerged458	PTmerged458	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged459	PTmerged459	PTmerged459	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged460	PTmerged460	PTmerged460	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged462	PTmerged462	PTmerged462	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged463	PTmerged463	PTmerged463	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged464	PTmerged464	PTmerged464	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged465	PTmerged465	PTmerged465	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged466	PTmerged466	PTmerged466	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged467	PTmerged467	PTmerged467	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged468	PTmerged468	PTmerged468	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged469	PTmerged469	PTmerged469	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged470	PTmerged470	PTmerged470	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged471	PTmerged471	PTmerged471	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged472	PTmerged472	PTmerged472	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged474	PTmerged474	PTmerged474	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged475	PTmerged475	PTmerged475	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged476	PTmerged476	PTmerged476	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged477	PTmerged477	PTmerged477	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged478	PTmerged478	PTmerged478	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged479	PTmerged479	PTmerged479	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged480	PTmerged480	PTmerged480	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged481	PTmerged481	PTmerged481	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged482	PTmerged482	PTmerged482	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged483	PTmerged483	PTmerged483	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged484	PTmerged484	PTmerged484	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged485	PTmerged485	PTmerged485	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged486	PTmerged486	PTmerged486	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged487	PTmerged487	PTmerged487	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged488	PTmerged488	PTmerged488	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged489	PTmerged489	PTmerged489	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged490	PTmerged490	PTmerged490	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged494	PTmerged494	PTmerged494	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged495	PTmerged495	PTmerged495	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged496	PTmerged496	PTmerged496	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged497	PTmerged497	PTmerged497	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged498	PTmerged498	PTmerged498	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged499	PTmerged499	PTmerged499	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged501	PTmerged501	PTmerged501	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged502	PTmerged502	PTmerged502	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged503	PTmerged503	PTmerged503	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged504	PTmerged504	PTmerged504	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged505	PTmerged505	PTmerged505	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged506	PTmerged506	PTmerged506	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged507	PTmerged507	PTmerged507	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged508	PTmerged508	PTmerged508	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged509	PTmerged509	PTmerged509	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged510	PTmerged510	PTmerged510	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged511	PTmerged511	PTmerged511	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged512	PTmerged512	PTmerged512	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged513	PTmerged513	PTmerged513	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged514	PTmerged514	PTmerged514	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged515	PTmerged515	PTmerged515	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged517	PTmerged517	PTmerged517	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged522	PTmerged522	PTmerged522	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged523	PTmerged523	PTmerged523	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged524	PTmerged524	PTmerged524	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged525	PTmerged525	PTmerged525	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged526	PTmerged526	PTmerged526	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged527	PTmerged527	PTmerged527	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged528	PTmerged528	PTmerged528	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged529	PTmerged529	PTmerged529	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged530	PTmerged530	PTmerged530	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged531	PTmerged531	PTmerged531	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged532	PTmerged532	PTmerged532	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged533	PTmerged533	PTmerged533	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged534	PTmerged534	PTmerged534	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged535	PTmerged535	PTmerged535	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged536	PTmerged536	PTmerged536	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged537	PTmerged537	PTmerged537	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged538	PTmerged538	PTmerged538	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged539	PTmerged539	PTmerged539	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged540	PTmerged540	PTmerged540	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged541	PTmerged541	PTmerged541	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged542	PTmerged542	PTmerged542	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged543	PTmerged543	PTmerged543	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged544	PTmerged544	PTmerged544	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged545	PTmerged545	PTmerged545	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged546	PTmerged546	PTmerged546	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged547	PTmerged547	PTmerged547	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged548	PTmerged548	PTmerged548	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged549	PTmerged549	PTmerged549	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged550	PTmerged550	PTmerged550	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged551	PTmerged551	PTmerged551	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged552	PTmerged552	PTmerged552	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged553	PTmerged553	PTmerged553	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged557	PTmerged557	PTmerged557	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged558	PTmerged558	PTmerged558	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged559	PTmerged559	PTmerged559	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged560	PTmerged560	PTmerged560	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged561	PTmerged561	PTmerged561	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged562	PTmerged562	PTmerged562	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged563	PTmerged563	PTmerged563	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged564	PTmerged564	PTmerged564	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged565	PTmerged565	PTmerged565	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged566	PTmerged566	PTmerged566	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged567	PTmerged567	PTmerged567	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged568	PTmerged568	PTmerged568	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged569	PTmerged569	PTmerged569	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged570	PTmerged570	PTmerged570	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged571	PTmerged571	PTmerged571	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged572	PTmerged572	PTmerged572	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged573	PTmerged573	PTmerged573	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged574	PTmerged574	PTmerged574	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged575	PTmerged575	PTmerged575	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged576	PTmerged576	PTmerged576	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged577	PTmerged577	PTmerged577	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged578	PTmerged578	PTmerged578	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged579	PTmerged579	PTmerged579	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged580	PTmerged580	PTmerged580	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
PTmerged581	PTmerged581	PTmerged581	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
